record_id,photo_url,platform_name,country_of_origin,manufacturer,domain,category,status,photo_status,photo_search_url,photo_page_url,photo_license,aliases,model_codes,airframe_type,class_mark,mtow_kg,endurance_min,endurance_h,range_km,max_speed_kmh,payload_kg,wingspan_m,length_m,source_count,source_datasets,source_urls,verification_level,origin_confidence,last_compiled,notes
UAV-0308,,Aeryon SkyRanger R70,Canada,,Dual-use,Quadrotor,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Aeryon%20SkyRanger%20R70%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR / public safety
UAV-0309,,Draganfly Commander 3 XL,Canada,,Dual-use,Multirotor,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Draganfly%20Commander%203%20XL%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Public safety / delivery
UAV-0310,,Autel EVO Max 4T,China,Autel,Dual-use,Enterprise multirotor,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Autel%20EVO%20Max%204T%20UAV&title=Special:MediaSearch&type=image,,,EVO MAX 4T,,,none,3500,42,,,,,,,2,Curated UAV Seed 2026 | OpenDroneList,Internal curated seed | https://github.com/dronetag/opendronelist,Curated; source review required,High,2026-08-02,Inspection / public safety
UAV-0311,,DJI Matrice 350 RTK,China,DJI,Dual-use,Enterprise multirotor,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=DJI%20Matrice%20350%20RTK%20UAV&title=Special:MediaSearch&type=image,,,Matrice 350 RTK,Matrice 350,Multirotor,C3,9200,55,,,,,,,3,Curated UAV Seed 2026 | EASA Drones for EU Operations | OpenDroneList,Internal curated seed | https://github.com/dronetag/opendronelist | https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-42-matrice-350,Curated; source review required,High,2026-08-02,Inspection / mapping / emergency response
UAV-0312,,DJI Matrice 400,China,DJI,Dual-use,Enterprise multirotor,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=DJI%20Matrice%20400%20UAV&title=Special:MediaSearch&type=image,,,Matrice 400,Matrice 400,Multirotor,C3 | C6 (STS 02),15800,59,,,,,,,3,Curated UAV Seed 2026 | EASA Drones for EU Operations | OpenDroneList,Internal curated seed | https://github.com/dronetag/opendronelist | https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-376-matrice-400,Curated; source review required,High,2026-08-02,Heavy sensor operations
UAV-0313,,DJI Mavic 3 Enterprise,China,,Dual-use,Small multirotor,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=DJI%20Mavic%203%20Enterprise%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Survey / inspection / public safety
UAV-0314,,JOUAV CW-25E,China,,Dual-use,VTOL fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=JOUAV%20CW-25E%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Survey / surveillance
UAV-0315,,Parrot Anafi AI,France,,Dual-use,Enterprise quadrotor,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Parrot%20Anafi%20AI%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Mapping / inspection
UAV-0316,,Parrot Anafi USA,France / United States,,Dual-use,Enterprise quadrotor,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Parrot%20Anafi%20USA%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Public safety / inspection
UAV-0317,,Quantum Systems Vector,Germany,,Dual-use,VTOL fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Quantum%20Systems%20Vector%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR / mapping
UAV-0318,,ideaForge NETRA V4+,India,,Dual-use,Quadrotor,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=ideaForge%20NETRA%20V4%2B%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR / inspection
UAV-0319,,ideaForge SWITCH UAV,India,,Dual-use,VTOL fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=ideaForge%20SWITCH%20UAV%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Mapping / surveillance
UAV-0320,,Netra V-series,India,,Dual-use,Small multirotor,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Netra%20V-series%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR / public safety
UAV-0321,,Orbiter family,Israel,,Dual-use,Small fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Orbiter%20family%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR / mapping
UAV-0322,,AWHero,Italy,,Dual-use,Unmanned helicopter,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=AWHero%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Maritime ISR / civil missions
UAV-0323,,ACSL SOTEN,Japan,,Dual-use,Secure quadrotor,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=ACSL%20SOTEN%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Inspection / public safety
UAV-0324,,FIXAR 025,Latvia,,Dual-use,VTOL fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=FIXAR%20025%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Mapping / delivery
UAV-0325,,Alpha 900,Spain,,Dual-use,Unmanned helicopter,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Alpha%20900%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Maritime / inspection
UAV-0326,,Malloy T150/T400,United Kingdom,,Dual-use,Cargo multirotor,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Malloy%20T150/T400%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Resupply / logistics
UAV-0327,,AeroVironment Quantix Recon,United States,,Dual-use,VTOL fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=AeroVironment%20Quantix%20Recon%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Mapping / reconnaissance
UAV-0328,,Beta ALIA,United States,,Dual-use,eVTOL/CTOL aircraft,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Beta%20ALIA%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Cargo / passenger
UAV-0329,,Elroy Air Chaparral,United States,,Dual-use,Autonomous cargo VTOL,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Elroy%20Air%20Chaparral%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Middle-mile logistics
UAV-0330,,Inspired Flight IF1200A,United States,,Dual-use,Heavy-lift multirotor,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Inspired%20Flight%20IF1200A%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Mapping / public safety
UAV-0331,,Puma AE,United States,,Dual-use,Small hand-launched fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Puma%20AE%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR / mapping
UAV-0332,,ScanEagle,United States,Insitu,Dual-use,Small fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=ScanEagle%20UAV&title=Special:MediaSearch&type=image,,,,,Fixed-wing,Group I,26.5,,18,,150,5,3.11,1.71,2,Curated UAV Seed 2026 | Bard Drone Databook 2019,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,Curated; source review required,High,2026-08-02,ISR / maritime surveillance
UAV-0333,,Skydio X10,United States,,Dual-use,Autonomous quadrotor,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Skydio%20X10%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Inspection / public safety
UAV-0334,,Skydio X2D,United States,,Dual-use,Autonomous quadrotor,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Skydio%20X2D%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Defense / public safety
UAV-0335,,AgEagle eBee VISION,United States / Switzerland,,Dual-use,Fixed-wing ISR UAV,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=AgEagle%20eBee%20VISION%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Reconnaissance / mapping
UAV-0336,,ASN-209 / Silver Eagle,China,,Military / Government,Tactical fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=ASN-209%20/%20Silver%20Eagle%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR
UAV-0337,,CH-4,China,CASC,Military / Government,MALE fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=CH-4%20UAV&title=Special:MediaSearch&type=image,,,,,Fixed-wing,Group III,1330,,40,3500,180,345,18,8.5,2,Curated UAV Seed 2026 | Bard Drone Databook 2019,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,Curated; source review required,High,2026-08-02,ISR / strike
UAV-0338,,CH-5,China,CASC,Military / Government,Heavy MALE,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=CH-5%20UAV&title=Special:MediaSearch&type=image,,,,,Fixed-wing,Group III,,,48,250-2000,,,21,11,2,Curated UAV Seed 2026 | Bard Drone Databook 2019,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,Curated; source review required,High,2026-08-02,Long-endurance ISR / strike
UAV-0339,,GJ-11 Sharp Sword,China,,Military / Government,Flying-wing UCAV,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=GJ-11%20Sharp%20Sword%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Low-observable strike
UAV-0340,,TB-001 Twin-Tailed Scorpion,China,,Military / Government,Twin-engine MALE,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=TB-001%20Twin-Tailed%20Scorpion%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR / strike
UAV-0341,,Wing Loong I,China,AVIC,Military / Government,MALE fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Wing%20Loong%20I%20UAV&title=Special:MediaSearch&type=image,,,,,Fixed-wing,Group III,1150,,20,200,280,200,14,9,2,Curated UAV Seed 2026 | Bard Drone Databook 2019,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,Curated; source review required,High,2026-08-02,ISR / strike
UAV-0342,,Wing Loong II,China,AVIC,Military / Government,MALE fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Wing%20Loong%20II%20UAV&title=Special:MediaSearch&type=image,,,,,Fixed-wing,Group III,4200,,20,,370,480,20.5,11,2,Curated UAV Seed 2026 | Bard Drone Databook 2019,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,Curated; source review required,High,2026-08-02,ISR / strike
UAV-0343,,WZ-7 Soaring Dragon,China,,Military / Government,HALE fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=WZ-7%20Soaring%20Dragon%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Strategic ISR
UAV-0344,,WZ-8,China,,Military / Government,High-speed reconnaissance UAV,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=WZ-8%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Strategic ISR
UAV-0345,,Eurodrone,European consortium,,Military / Government,Twin-engine MALE,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Eurodrone%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR / strike development
UAV-0346,,nEUROn,European consortium,,Military / Government,Flying-wing UCAV demonstrator,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=nEUROn%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Low-observable technology
UAV-0347,,Aarok,France,,Military / Government,Heavy MALE,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Aarok%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR / strike development
UAV-0348,,Aliaca,France,,Military / Government,Mini fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Aliaca%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Naval ISR
UAV-0349,,Patroller,France,Sagem,Military / Government,MALE fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Patroller%20UAV&title=Special:MediaSearch&type=image,,,,,Fixed-wing,Group III,660,,20,180,200,250,18,8.5,2,Curated UAV Seed 2026 | Bard Drone Databook 2019,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,Curated; source review required,High,2026-08-02,ISR
UAV-0350,,Luna NG,Germany,EMT,Military / Government,Tactical fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Luna%20NG%20UAV&title=Special:MediaSearch&type=image,,,LUNA NG,,Fixed-wing,Group I,110,,12,100,90,,5.3,3,2,Curated UAV Seed 2026 | Bard Drone Databook 2019,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,Curated; source review required,High,2026-08-02,ISR
UAV-0351,,Archer-NG,India,,Military / Government,MALE fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Archer-NG%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR / strike development
UAV-0352,,Ghatak / SWiFT demonstrator,India,,Military / Government,Flying-wing UCAV demonstrator,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Ghatak%20/%20SWiFT%20demonstrator%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Technology development
UAV-0353,,NewSpace BEL VUAV concepts,India,,Military / Government,Swarm / tactical UAS,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=NewSpace%20BEL%20VUAV%20concepts%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Collaborative missions
UAV-0354,,Nishant,India,,Military / Government,Tactical fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Nishant%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR
UAV-0355,,Rustom-II / TAPAS BH-201,India,,Military / Government,MALE fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Rustom-II%20/%20TAPAS%20BH-201%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR development
UAV-0356,,Ababil family,Iran,,Military / Government,Tactical fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Ababil%20family%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR / strike variants
UAV-0357,,Karrar,Iran,,Military / Government,Jet target/strike UAV,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Karrar%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Strike / target drone
UAV-0358,,Mohajer-6,Iran,Qods Aviation,Military / Government,Tactical/MALE fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Mohajer-6%20UAV&title=Special:MediaSearch&type=image,,,,,Fixed-wing,Group II,600,,12,200,200,,10,5.7,2,Curated UAV Seed 2026 | Bard Drone Databook 2019,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,Curated; source review required,High,2026-08-02,ISR / strike
UAV-0359,,Shahed-129,Iran,HESA,Military / Government,MALE fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Shahed-129%20UAV&title=Special:MediaSearch&type=image,,,,,Fixed-wing,Group III,,,24,1700,,,15,7,2,Curated UAV Seed 2026 | Bard Drone Databook 2019,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,Curated; source review required,High,2026-08-02,ISR / strike
UAV-0360,,Shahed-131,Iran,,Military / Government,One-way attack UAV,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Shahed-131%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Long-range strike
UAV-0361,,Shahed-136,Iran,,Military / Government,One-way attack UAV,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Shahed-136%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Long-range strike
UAV-0362,,Shahed-238,Iran,,Military / Government,Jet-powered one-way attack UAV,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Shahed-238%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,High-speed strike
UAV-0363,,Geran-2 / Shahed-136 derivative,Iran / Russia,,Military / Government,One-way attack UAV,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Geran-2%20/%20Shahed-136%20derivative%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Long-range strike
UAV-0364,,Harop,Israel,IAI,Military / Government,Loitering munition,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Harop%20UAV&title=Special:MediaSearch&type=image,,,,,Fixed-wing,Group I,,,9,200,416,16,,,2,Curated UAV Seed 2026 | Bard Drone Databook 2019,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,Curated; source review required,High,2026-08-02,SEAD / precision strike
UAV-0365,,Harpy,Israel,IAI,Military / Government,Loitering munition,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Harpy%20UAV&title=Special:MediaSearch&type=image,,,,,Fixed-wing,Group I,135,,,500,185,32,3,2.5,2,Curated UAV Seed 2026 | Bard Drone Databook 2019,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,Curated; source review required,High,2026-08-02,Anti-radiation
UAV-0366,,Hermes 450,Israel,Elbit Systems,Military / Government,Tactical/MALE fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Hermes%20450%20UAV&title=Special:MediaSearch&type=image,,,,,Fixed-wing,Group II,550,,17,,,180,10.5,6.1,2,Curated UAV Seed 2026 | Bard Drone Databook 2019,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,Curated; source review required,High,2026-08-02,ISR
UAV-0367,,Hermes 900,Israel,Elbit Systems,Military / Government,MALE fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Hermes%20900%20UAV&title=Special:MediaSearch&type=image,,,,,Fixed-wing,Group III,1180,,36,,222,350,15,9.1,2,Curated UAV Seed 2026 | Bard Drone Databook 2019,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,Curated; source review required,High,2026-08-02,ISR / maritime
UAV-0368,,Heron 1,Israel,,Military / Government,MALE fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Heron%201%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR
UAV-0369,,Heron TP / Eitan,Israel,,Military / Government,HALE/MALE fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Heron%20TP%20/%20Eitan%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Strategic ISR / strike capable
UAV-0370,,Searcher Mk II,Israel,,Military / Government,Tactical fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Searcher%20Mk%20II%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR
UAV-0371,,SkyStriker,Israel,,Military / Government,Loitering munition,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=SkyStriker%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Precision strike
UAV-0372,,Falco EVO,Italy,,Military / Government,MALE fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Falco%20EVO%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR
UAV-0373,,Falco Xplorer,Italy,,Military / Government,MALE fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Falco%20Xplorer%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Persistent ISR
UAV-0374,,FlyEye,Poland,WB Electronics,Military / Government,Mini fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=FlyEye%20UAV&title=Special:MediaSearch&type=image,,,,,Fixed-wing,Group I,11,,2.5,30,120,4,3.6,1.9,2,Curated UAV Seed 2026 | Bard Drone Databook 2019,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,Curated; source review required,High,2026-08-02,Source country values: Peru | Poland | ISR
UAV-0375,,Gladius system,Poland,,Military / Government,Loitering munition system,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Gladius%20system%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Recon-strike
UAV-0376,,Warmate,Poland,WB Electronics,Military / Government,Loitering munition,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Warmate%20UAV&title=Special:MediaSearch&type=image,,,,,Fixed-wing,Group I,4,,0.8,10,,,1.4,1.1,2,Curated UAV Seed 2026 | Bard Drone Databook 2019,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,Curated; source review required,High,2026-08-02,Source country values: Peru | Poland | Tactical strike
UAV-0377,,Forpost-R,Russia,,Military / Government,Tactical/MALE fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Forpost-R%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR / strike
UAV-0378,,Kub-BLA,Russia,,Military / Government,Loitering munition,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Kub-BLA%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Tactical strike
UAV-0379,,Orion / Inokhodets,Russia,,Military / Government,MALE fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Orion%20/%20Inokhodets%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR / strike
UAV-0380,,Orlan-10,Russia,Special Technol- ogy Center,Military / Government,Small fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Orlan-10%20UAV&title=Special:MediaSearch&type=image,,,,,Fixed-wing,Group I,16.5,,18,120-600,150,,3.1,2,2,Curated UAV Seed 2026 | Bard Drone Databook 2019,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,Curated; source review required,High,2026-08-02,Artillery spotting / ISR
UAV-0381,,Orlan-30,Russia,,Military / Government,Small fixed-wing,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=Orlan-30%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,ISR / laser designation
UAV-0382,,S-70 Okhotnik-B,Russia,,Military / Government,Heavy flying-wing UCAV,Not specified,Not collected,https://commons.wikimedia.org/w/index.php?search=S-70%20Okhotnik-B%20UAV&title=Special:MediaSearch&type=image,,,,,,,,,,,,,,,1,Curated UAV Seed 2026,Internal curated seed,Curated; source review required,High,2026-08-02,Collaborative / strike
