raw_id,raw_name,source_dataset,source_url,external_ref,raw_country,raw_manufacturer,domain,category,status,credibility_tier,promoted_record_id,promoted_name,created_at
503,3S,Bard Drone Databook 2019,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,SRC-0503,France,Drone Protect Systems,Military / Government,Small / tactical; Rotary-wing,In use or under development as documented in 2019,2,UAV-87319D872852,3S,2026-08-02T16:05:02+00:00
958,DJI Matrice 350 RTK,Global UAV Database 2026 seed package,Internal curated seed | https://github.com/dronetag/opendronelist | https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-42-matrice-350,UAV-0311,China,DJI,Dual-use,Enterprise multirotor,Not specified,3,UAV-ABC2B0066B0F,DJI Matrice 350 RTK,2026-08-02T16:05:02+00:00
959,DJI Matrice 400,Global UAV Database 2026 seed package,Internal curated seed | https://github.com/dronetag/opendronelist | https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-376-matrice-400,UAV-0312,China,DJI,Dual-use,Enterprise multirotor,Not specified,3,UAV-03928F0B790D,DJI Matrice 400,2026-08-02T16:05:02+00:00
723,DJI Matrice 4D,Global UAV Database 2026 seed package,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-682-m4d,UAV-0076,China,DJI GmbH,Civilian / Commercial,Multirotor,EASA-listed for EU operations,3,UAV-DEBE3819F6CF,DJI Matrice 4D,2026-08-02T16:05:02+00:00
724,DJI Matrice 4E,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist | https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-356-m4e,UAV-0077,China,DJI,Civilian / Commercial,Multirotor,EASA-listed for EU operations,3,UAV-801F5538D561,DJI Matrice 4E,2026-08-02T16:05:02+00:00
725,DJI Matrice 4T,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist | https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-357-m4t,UAV-0078,China,DJI,Civilian / Commercial,Multirotor,EASA-listed for EU operations,3,UAV-CDFE02C7C465,DJI Matrice 4T,2026-08-02T16:05:02+00:00
726,DJI Matrice 4TD,Global UAV Database 2026 seed package,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-683-m4td,UAV-0079,China,DJI GmbH,Civilian / Commercial,Multirotor,EASA-listed for EU operations,3,UAV-62486A696D98,DJI Matrice 4TD,2026-08-02T16:05:02+00:00
960,DJI Mavic 3 Enterprise,Global UAV Database 2026 seed package,Internal curated seed,UAV-0313,China,,Dual-use,Small multirotor,Not specified,3,UAV-CC05792900B4,DJI Mavic 3 Enterprise,2026-08-02T16:05:02+00:00
729,DJI Mavic 3 Pro,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist | https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-90-l2s,UAV-0082,China,DJI,Civilian / Commercial,Multirotor,EASA-listed for EU operations,3,UAV-6D2808925AFD,DJI Mavic 3 Pro,2026-08-02T16:05:02+00:00
730,DJI Mavic 3 Pro Cine,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist | https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-91-l2e,UAV-0083,China,DJI,Civilian / Commercial,Multirotor,EASA-listed for EU operations,3,UAV-3229B7E31701,DJI Mavic 3 Pro Cine,2026-08-02T16:05:02+00:00
735,DJI Mavic 4 Pro,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist | https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-345-l3a,UAV-0088,China,DJI,Civilian / Commercial,Multirotor,EASA-listed for EU operations,3,UAV-789580914BC1,DJI Mavic 4 Pro,2026-08-02T16:05:02+00:00
736,DJI Mini 2 SE,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist | https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-31-mt2sd,UAV-0089,China,DJI,Civilian / Commercial,Multirotor,EASA-listed for EU operations,3,UAV-D377C2F1FBED,DJI Mini 2 SE,2026-08-02T16:05:02+00:00
737,DJI Mini 3,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist | https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-418-mt3pd,UAV-0090,China,DJI,Civilian / Commercial,Multirotor,EASA-listed for EU operations,3,UAV-2276FC3A35FC,DJI Mini 3,2026-08-02T16:05:02+00:00
738,DJI Mini 4 Pro Fly More Combo,Global UAV Database 2026 seed package,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-35-mt4mfvd,UAV-0091,China,DJI GmbH,Civilian / Commercial,Multirotor,EASA-listed for EU operations,3,UAV-D1B06091893E,DJI Mini 4 Pro Fly More Combo,2026-08-02T16:05:02+00:00
739,DJI Mini 5 Pro,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist | https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-425-mt5mfnd,UAV-0092,China,DJI,Civilian / Commercial,Multirotor,EASA-listed for EU operations,3,UAV-4655BBFE1B9C,DJI Mini 5 Pro,2026-08-02T16:05:02+00:00
740,DJI Neo,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist | https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-134-dn1a0626,UAV-0093,China,DJI,Civilian / Commercial,Multirotor,EASA-listed for EU operations,3,UAV-DB521FA9FAFD,DJI Neo,2026-08-02T16:05:02+00:00
741,DJI Neo 2,Global UAV Database 2026 seed package,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-490-den225,UAV-0094,China,DJI GmbH,Civilian / Commercial,Multirotor,EASA-listed for EU operations,3,UAV-E4DD4E76D07C,DJI Neo 2,2026-08-02T16:05:02+00:00
887,Delair UX 11 Caméra AG,Global UAV Database 2026 seed package,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-86-ux11-ag-c6,UAV-0240,France,DELAIR,Civilian / Commercial,Fixed wing,EASA-listed for EU operations,3,UAV-6772BF72DBA7,Delair UX 11 Caméra AG,2026-08-02T16:05:02+00:00
654,Delair UX11,Global UAV Database 2026 seed package,Internal curated seed | https://github.com/dronetag/opendronelist,UAV-0007,France,Delair,Civilian / Commercial,Fixed-wing survey UAV,Not specified,3,UAV-BFA1C1F3B602,Delair UX11,2026-08-02T16:05:02+00:00
888,Delair UX11 Caméra IR,Global UAV Database 2026 seed package,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-99-ux11-ir-c6,UAV-0241,France,DELAIR,Civilian / Commercial,Fixed wing,EASA-listed for EU operations,3,UAV-F19F2C4C6E1C,Delair UX11 Caméra IR,2026-08-02T16:05:02+00:00
889,Delair UX11 Caméra RGB,Global UAV Database 2026 seed package,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-100-ux11-rgb-c6,UAV-0242,France,DELAIR,Civilian / Commercial,Fixed wing,EASA-listed for EU operations,3,UAV-CC1739F6B9D7,Delair UX11 Caméra RGB,2026-08-02T16:05:02+00:00
890,Delair UX11 Longue Elongation Caméra AG,Global UAV Database 2026 seed package,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-101-ux11-ag-le,UAV-0243,France,DELAIR,Civilian / Commercial,Fixed wing,EASA-listed for EU operations,3,UAV-03DA6D4C1A1D,Delair UX11 Longue Elongation Caméra AG,2026-08-02T16:05:02+00:00
891,Delair UX11 Longue Elongation Caméra IR,Global UAV Database 2026 seed package,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-102-ux11-ir-le,UAV-0244,France,DELAIR,Civilian / Commercial,Fixed wing,EASA-listed for EU operations,3,UAV-5737E965DF6D,Delair UX11 Longue Elongation Caméra IR,2026-08-02T16:05:02+00:00
892,Delair UX11 Longue Elongation Caméra RGB,Global UAV Database 2026 seed package,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-103-ux11-rgb-le,UAV-0245,France,DELAIR,Civilian / Commercial,Fixed wing,EASA-listed for EU operations,3,UAV-EDCF9A5B5E2F,Delair UX11 Longue Elongation Caméra RGB,2026-08-02T16:05:02+00:00
893,Delair UX11-Longue Élongation Caméra IR Radiométrique,Global UAV Database 2026 seed package,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-104-ux11-ir-radiometric,UAV-0246,France,DELAIR,Civilian / Commercial,Fixed wing,EASA-listed for EU operations,3,UAV-793F40DAB11C,Delair UX11-Longue Élongation Caméra IR Radiométrique,2026-08-02T16:05:02+00:00
1217,Desert Hawk (3),Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0570,United States,Lockheed Martin,Military / Government,Small / tactical; Fixed-wing,In use or under development as documented in 2019,3,UAV-2BBE5CF43B5E,Desert Hawk (3),2026-08-02T16:05:02+00:00
896,Disco,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0249,France,Parrot,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-9A1C2A67FCD8,Disco,2026-08-02T16:05:02+00:00
1101,Divine Eagle,Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0454,China,Shenyang Aircraft Corporation’s 601 Institute,Military / Government,Large / strategic; Fixed-wing,In use or under development as documented in 2019,3,UAV-9FE364EBD436,Divine Eagle,2026-08-02T16:05:02+00:00
1140,Dominator,Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0493,Israel,Aeronautics,Military / Government,Large / strategic; Fixed-wing,In use or under development as documented in 2019,3,UAV-E945A5C52722,Dominator,2026-08-02T16:05:02+00:00
956,Draganfly Commander 3 XL,Global UAV Database 2026 seed package,Internal curated seed,UAV-0309,Canada,,Dual-use,Multirotor,Not specified,3,UAV-6E2FEE9FC17D,Draganfly Commander 3 XL,2026-08-02T16:05:02+00:00
742,Dragonfish,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0095,China,Autel,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-543C3A3E7380,Dragonfish,2026-08-02T16:05:02+00:00
648,Dronamics Black Swan,Global UAV Database 2026 seed package,Internal curated seed,UAV-0001,Bulgaria,,Civilian / Commercial,Cargo fixed-wing UAV,Not specified,3,UAV-2216996A9142,Dronamics Black Swan,2026-08-02T16:05:02+00:00
652,EHang EH216-S,Global UAV Database 2026 seed package,Internal curated seed,UAV-0005,China,,Civilian / Commercial,Passenger eVTOL multicopter,Not specified,3,UAV-4E69072BC8AF,EHang EH216-S,2026-08-02T16:05:02+00:00
749,EVO Nano,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0102,China,Autel,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-9B5FFD026933,EVO Nano,2026-08-02T16:05:02+00:00
1174,Eleron-3SV,Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0527,Russia,Eniks,Military / Government,Small / tactical; Fixed-wing,In use or under development as documented in 2019,3,UAV-C4EB7352B9E8,Eleron-3SV,2026-08-02T16:05:02+00:00
976,Elroy Air Chaparral,Global UAV Database 2026 seed package,Internal curated seed,UAV-0329,United States,,Dual-use,Autonomous cargo VTOL,Not specified,3,UAV-982F45E68E0D,Elroy Air Chaparral,2026-08-02T16:05:02+00:00
992,Eurodrone,Global UAV Database 2026 seed package,Internal curated seed,UAV-0345,European consortium,,Military / Government,Twin-engine MALE,Not specified,3,UAV-B557CE1F03CB,Eurodrone,2026-08-02T16:05:02+00:00
743,Evo,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0096,China,Autel,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-261679FD18AD,Evo,2026-08-02T16:05:02+00:00
744,Evo 2 Dual,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0097,China,Autel,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-099C85094AA5,Evo 2 Dual,2026-08-02T16:05:02+00:00
745,Evo 2 Dual 640T,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0098,China,Autel,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-126C43849BCB,Evo 2 Dual 640T,2026-08-02T16:05:02+00:00
746,Evo 2 Pro,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0099,China,Autel,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-14D4286CF220,Evo 2 Pro,2026-08-02T16:05:02+00:00
747,Evo II,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0100,China,Autel,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-BE2A95ECCACD,Evo II,2026-08-02T16:05:02+00:00
748,Evo Lite,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0101,China,Autel,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-1AA4D39A8CD2,Evo Lite,2026-08-02T16:05:02+00:00
1195,F-330,Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0548,Sweden,UMS Skeldar,Military / Government,Small / tactical; Fixed-wing,In use or under development as documented in 2019,3,UAV-EA6F9397D0EB,F-330,2026-08-02T16:05:02+00:00
1160,FFOS/FFRS,Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0513,Japan,Fuji Heavy Industries,Military / Government,Medium tactical; Rotary-wing,In use or under development as documented in 2019,3,UAV-9D1EEF6C675F,FFOS,2026-08-02T16:05:02+00:00
750,FIMI X8,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0103,China,Xiaomi,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-C71E376EC051,FIMI X8,2026-08-02T16:05:02+00:00
971,FIXAR 025,Global UAV Database 2026 seed package,Internal curated seed,UAV-0324,Latvia,,Dual-use,VTOL fixed-wing,Not specified,3,UAV-C1721A53C6F0,FIXAR 025,2026-08-02T16:05:02+00:00
755,FPV,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0108,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-240EAF9B7DD8,FPV,2026-08-02T16:05:02+00:00
1086,FT-100 Horus,Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0439,Brazil,FT Sistemas,Military / Government,Small / tactical; Fixed-wing,In use or under development as documented in 2019,3,UAV-01B5423E9CD4,FT-100 Horus,2026-08-02T16:05:02+00:00
1154,Falco,Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0507,Italy,Leonardo,Military / Government,Medium tactical; Fixed-wing,In use or under development as documented in 2019,3,UAV-E49E22C54C86,Falco,2026-08-02T16:05:02+00:00
1019,Falco EVO,Global UAV Database 2026 seed package,Internal curated seed,UAV-0372,Italy,,Military / Government,MALE fixed-wing,Not specified,3,UAV-D5610DFCE11E,Falco EVO,2026-08-02T16:05:02+00:00
1155,Falco Explorer,Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0508,Italy,Leonardo,Military / Government,Large / strategic; Fixed-wing,In use or under development as documented in 2019,3,UAV-6896A67A52FF,Falco Explorer,2026-08-02T16:05:02+00:00
1020,Falco Xplorer,Global UAV Database 2026 seed package,Internal curated seed,UAV-0373,Italy,,Military / Government,MALE fixed-wing,Not specified,3,UAV-844A6003A990,Falco Xplorer,2026-08-02T16:05:02+00:00
1102,Fei Long 1,Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0455,China,Guide Control Technology Company,Military / Government,Large / strategic; Fixed-wing,In use or under development as documented in 2019,3,UAV-8E0260829023,Fei Long 1,2026-08-02T16:05:02+00:00
1103,Feihong-98,Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0456,China,AVIC,Military / Government,Large / strategic; Fixed-wing,In use or under development as documented in 2019,3,UAV-41A490C4F008,Feihong-98,2026-08-02T16:05:02+00:00
929,FireHound | FH-0,Global UAV Database 2026 seed package,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-262-vrfh25a,UAV-0282,Italy,Vector Robotics Srl,Civilian / Commercial,Fixed wing,EASA-listed for EU operations,3,UAV-4E2D2132C61D,FireHound | FH-0,2026-08-02T16:05:02+00:00
751,Flame Wheel F330,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0104,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-58C735BA2624,Flame Wheel F330,2026-08-02T16:05:02+00:00
752,Flame Wheel F450,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0105,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-7F9CB69166D5,Flame Wheel F450,2026-08-02T16:05:02+00:00
753,Flame Wheel F550,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0106,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-B94458C90C22,Flame Wheel F550,2026-08-02T16:05:02+00:00
754,FlyCart 100 Ultimate,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0107,China,DJI,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-F84042779E59,FlyCart 100 Ultimate,2026-08-02T16:05:02+00:00
1021,FlyEye,Global UAV Database 2026 seed package,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0374,Poland,WB Electronics,Military / Government,Mini fixed-wing,Not specified,3,UAV-9E6C7BE9EE67,FlyEye,2026-08-02T16:05:02+00:00
661,Flyability Elios 3,Global UAV Database 2026 seed package,Internal curated seed,UAV-0014,Switzerland,,Civilian / Commercial,Caged indoor multirotor,Not specified,3,UAV-34E4C32DEC44,Flyability Elios 3,2026-08-02T16:05:02+00:00
1024,Forpost-R,Global UAV Database 2026 seed package,Internal curated seed,UAV-0377,Russia,,Military / Government,Tactical/MALE fixed-wing,Not specified,3,UAV-89D680E8BF46,Forpost-R,2026-08-02T16:05:02+00:00
662,Fotokite Sigma,Global UAV Database 2026 seed package,Internal curated seed,UAV-0015,Switzerland,,Civilian / Commercial,Tethered multirotor,Not specified,3,UAV-313F8098B17A,Fotokite Sigma,2026-08-02T16:05:02+00:00
668,Freefly Alta X,Global UAV Database 2026 seed package,Internal curated seed,UAV-0021,United States,,Civilian / Commercial,Heavy-lift multirotor,Not specified,3,UAV-0CE1A17DAA41,Freefly Alta X,2026-08-02T16:05:02+00:00
1193,Fulmar X,Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0546,Spain,Thales España,Military / Government,Small / tactical; Fixed-wing,In use or under development as documented in 2019,3,UAV-AFAE5EB94732,Fulmar X,2026-08-02T16:05:02+00:00
1164,G1 Guerrero,Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0517,Mexico,Hydra Technologies,Military / Government,Small / tactical; Fixed-wing,In use or under development as documented in 2019,3,UAV-4165AA5C139E,G1 Guerrero,2026-08-02T16:05:02+00:00
756,GEMINI,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0109,China,TBS,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-468DA084E995,GEMINI,2026-08-02T16:05:02+00:00
986,GJ-11 Sharp Sword,Global UAV Database 2026 seed package,Internal curated seed,UAV-0339,China,,Military / Government,Flying-wing UCAV,Not specified,3,UAV-438231AA4625,GJ-11 Sharp Sword,2026-08-02T16:05:02+00:00
1010,Geran-2 / Shahed-136 derivative,Global UAV Database 2026 seed package,Internal curated seed,UAV-0363,Iran / Russia,,Military / Government,One-way attack UAV,Not specified,3,UAV-96900A8F9FB3,Geran-2,2026-08-02T16:05:02+00:00
999,Ghatak / SWiFT demonstrator,Global UAV Database 2026 seed package,Internal curated seed,UAV-0352,India,,Military / Government,Flying-wing UCAV demonstrator,Not specified,3,UAV-CB8D963555E5,Ghatak,2026-08-02T16:05:02+00:00
1022,Gladius system,Global UAV Database 2026 seed package,Internal curated seed,UAV-0375,Poland,,Military / Government,Loitering munition system,Not specified,3,UAV-7E18FD931427,Gladius system,2026-08-02T16:05:02+00:00
1175,Granat-1,Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0528,Russia,Kalashnikov,Military / Government,Small / tactical; Fixed-wing,In use or under development as documented in 2019,3,UAV-461E481DD8B0,Granat-1,2026-08-02T16:05:02+00:00
1176,Granat-4,Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0529,Russia,Kalashnikov,Military / Government,Small / tactical; Fixed-wing,In use or under development as documented in 2019,3,UAV-CB32D8A94535,Granat-4,2026-08-02T16:05:02+00:00
930,Guardian,Global UAV Database 2026 seed package,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-261-vrgu25a,UAV-0283,Italy,Vector Robotics Srl,Civilian / Commercial,Fixed wing,EASA-listed for EU operations,3,UAV-8060AFDA5144,Guardian,2026-08-02T16:05:02+00:00
931,Guardian 4K,Global UAV Database 2026 seed package,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-324-vrgu25b,UAV-0284,Italy,Vector Robotics Srl,Civilian / Commercial,Fixed wing,EASA-listed for EU operations,3,UAV-AB37D04809E9,Guardian 4K,2026-08-02T16:05:02+00:00
757,H109S X4 Pro,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0110,China,Hubsan,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-193B6886C645,H109S X4 Pro,2026-08-02T16:05:02+00:00
758,H520,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0111,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-F6BD05BDF583,H520,2026-08-02T16:05:02+00:00
759,H520E,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0112,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-4F26EAC55E70,H520E,2026-08-02T16:05:02+00:00
760,H520E-RTK,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0113,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-804BA88A64CB,H520E-RTK,2026-08-02T16:05:02+00:00
761,H850-RTK,Global UAV Database 2026 seed package,https://github.com/dronetag/opendronelist,UAV-0114,China,Yuneec,Civilian / Commercial,Commercial multirotor/fixed-wing,Listed in OpenDroneList,3,UAV-25E54AC358B9,H850-RTK,2026-08-02T16:05:02+00:00
923,HIGHDRA,Global UAV Database 2026 seed package,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-371-highdra,UAV-0276,Germany,Starcopter GmbH,Civilian / Commercial,Multirotor,EASA-listed for EU operations,3,UAV-7E9EE1D5F50B,HIGHDRA,2026-08-02T16:05:02+00:00
1104,HW-350,Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0457,China,CASIC,Military / Government,Medium tactical; Fixed-wing,In use or under development as documented in 2019,3,UAV-DEC5F2456540,HW-350,2026-08-02T16:05:02+00:00
1011,Harop,Global UAV Database 2026 seed package,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0364,Israel,IAI,Military / Government,Loitering munition,Not specified,3,UAV-3E5E250EAC37,Harop,2026-08-02T16:05:02+00:00
1012,Harpy,Global UAV Database 2026 seed package,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0365,Israel,IAI,Military / Government,Loitering munition,Not specified,3,UAV-29E2EF5CCEBA,Harpy,2026-08-02T16:05:02+00:00
897,Hercules 20,Global UAV Database 2026 seed package,https://www.easa.europa.eu/en/domains/drones-air-mobility/drones-evtol-designs/drones-eu-operations/pr-559-hercules-20,UAV-0250,France,DRONE VOLT,Civilian / Commercial,Multirotor,EASA-listed for EU operations,3,UAV-3EA2634A228F,Hercules 20,2026-08-02T16:05:02+00:00
1013,Hermes 450,Global UAV Database 2026 seed package,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0366,Israel,Elbit Systems,Military / Government,Tactical/MALE fixed-wing,Not specified,3,UAV-21A397A66BF4,Hermes 450,2026-08-02T16:05:02+00:00
1014,Hermes 900,Global UAV Database 2026 seed package,Internal curated seed | https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0367,Israel,Elbit Systems,Military / Government,MALE fixed-wing,Not specified,3,UAV-886CBB3D0A84,Hermes 900,2026-08-02T16:05:02+00:00
1141,Heron,Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0494,Israel,IAI,Military / Government,Large / strategic; Fixed-wing,In use or under development as documented in 2019,3,UAV-58C71771B13F,Heron,2026-08-02T16:05:02+00:00
1015,Heron 1,Global UAV Database 2026 seed package,Internal curated seed,UAV-0368,Israel,,Military / Government,MALE fixed-wing,Not specified,3,UAV-8D2548F30310,Heron 1,2026-08-02T16:05:02+00:00
1016,Heron TP / Eitan,Global UAV Database 2026 seed package,Internal curated seed,UAV-0369,Israel,,Military / Government,HALE/MALE fixed-wing,Not specified,3,UAV-0FB03A96C92E,Heron TP,2026-08-02T16:05:02+00:00
1209,Horlytsya,Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0562,Ukraine,Antonov,Military / Government,Medium tactical; Fixed-wing,In use or under development as documented in 2019,3,UAV-082E169B4F91,Horlytsya,2026-08-02T16:05:02+00:00
1142,Hovermast 150,Global UAV Database 2026 seed package,https://dronecenter.bard.edu/files/2019/10/CSD-Drone-Databook-Web.pdf,UAV-0495,Israel,Sky Sapience,Military / Government,Small / tactical; Rotary-wing,In use or under development as documented in 2019,3,UAV-27B3A8859EBE,Hovermast 150,2026-08-02T16:05:02+00:00
