record_id,uav_name,country_of_origin,country_iso3,manufacturer,family,domain,category,airframe_type,status,introduced_year,retired_year,description_short,verification_status,confidence_score,origin_confidence,participating_countries,production_country,aliases,source_count,sources,photo_path,photo_source_page,photo_license,photo_identity_status,created_at,updated_at
UAV-F8FEDD3ED5E3,SURVEYOR XL TETHERED,France,FRA,INNOVADRONE LLC,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-5595FF707B57,MéthoDrone Distribution,France,FRA,METHODRONE DISTRIBUTION,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,Hélios,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-E63D0E7153E3,NX70,France,FRA,Novadem,,Military,Small / tactical; Rotary-wing,Rotary-wing,In use or under development as documented in 2019,,,Databook systems specification page 306.,Probable,0.7,Medium,,,nx70,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-B1D2FB9E3B13,ARES,France,FRA,OBJECTIF DRONE PRODUCTION,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-ECE8F46BF734,ATLAS,France,FRA,OBJECTIF DRONE PRODUCTION,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-51531E3FD612,CHRONOS,France,FRA,OBJECTIF DRONE PRODUCTION,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-8037F57BCA5C,CHRONOS MINI,France,FRA,OBJECTIF DRONE PRODUCTION,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,CHRONOS MINI +,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-15CE05ECC41F,MANTA,France,FRA,OBJECTIF DRONE PRODUCTION,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-23D8E0156062,AR Drone,France,FRA,Parrot,,Civilian / Commercial,Commercial multirotor/fixed-wing,Rotary-wing,Listed in OpenDroneList,,,Databook systems specification page 306.,Verified,0.9,High,,,AR-Drone | Parrot AR Drone,4,"OpenDroneList,Bard Drone Databook 2019,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-A0E205416B61,AR Drone 2.0,France,FRA,Parrot,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,Parrot AR Drone 2.0,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-6215201471C7,Anafi,France,FRA,Parrot,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,Parrot Anafi,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-8FB7A40DDE4F,Bebop,France,FRA,Parrot,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,Parrot Bebop,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-B4A998A7BA91,Bebop 2,France,FRA,Parrot,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,Parrot Bebop 2,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-9A1C2A67FCD8,Disco,France,FRA,Parrot,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,Parrot Disco,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-C431C9B05D4C,Patroller,France,FRA,Sagem,,Military,MALE fixed-wing,Fixed-wing,Not specified,,,Databook systems specification page 306.,Verified,0.8,High,,,,3,"Curated UAV Seed 2026,Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-2074F01DEB70,Sperwer,France,FRA,Sagem,,Military,Medium tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 306.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-31AB96EE1A0C,Spy’Ranger,France,FRA,Thales,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 306.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-176CA296E0F0,SERVICE2DRONE,France,FRA,"Thibaut, Bessard",,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,TITAN MINI C5 | TITAN X4 C5 | TITAN X8 C5,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-1FEBEA01B6EE,SX1.2,France,FRA,XSUN,,Civilian / Commercial,Fixed wing,Fixed wing,EASA-listed for EU operations,,,Operations: Specific,Probable,0.8,High,,,sx1,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-D0C29B31D0BE,Lilium Jet,Germany,DEU,,,Civilian / Commercial,Ducted-fan eVTOL,,Not specified,,,Regional air mobility,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-54633801E9F1,Microdrones md4-3000,Germany,DEU,,,Civilian / Commercial,Heavy multirotor,,Not specified,,,Mapping / LiDAR,Needs Verification,0.47,Medium,,,md4,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-F70D1BE1A9A2,Quantum Systems Vector,Germany,DEU,,,Dual-use,VTOL fixed-wing,,Not specified,,,ISR / mapping,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-40A9FD7C918A,Trinity Pro,Germany,DEU,,,Civilian / Commercial,VTOL fixed-wing,,Not specified,,,Survey / mapping,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-12B89D0F2A42,Volocopter VoloDrone,Germany,DEU,,,Civilian / Commercial,Heavy-lift multicopter,,Not specified,,,Cargo logistics,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-64D6F1749FAE,AIR4 LIGHT,Germany,DEU,AIR6 SYSTEMS GmBH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,air4,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-BEEB8CC1FDF7,AIR4 MICRO,Germany,DEU,AIR6 SYSTEMS GmBH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,air4,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-3E036F7B77C6,AIR4 NANO,Germany,DEU,AIR6 SYSTEMS GmBH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,air4,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-80701A29E9B9,AIR4 NANO E,Germany,DEU,AIR6 SYSTEMS GmBH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,air4,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-BE0FF479006B,AIR4 RUGGED,Germany,DEU,AIR6 SYSTEMS GmBH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,air4,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-5D3D13F163DC,AIR8 COMPACT,Germany,DEU,AIR6 SYSTEMS GmBH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,air8,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-1AECFA8683E4,AIR8 MEDIUM LIFTER,Germany,DEU,AIR6 SYSTEMS GmBH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,air8,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-C943535C1552,MIKADO,Germany,DEU,AirRobot,,Military,Small / tactical; Rotary-wing,Rotary-wing,In use or under development as documented in 2019,,,Databook systems specification page 306.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-B17E8409E998,M30 EU,Germany,DEU,DJI GmbH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,m30 | M30 RTK EU,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-ED3273E8848C,M30T EU,Germany,DEU,DJI GmbH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,m30t | M30T RTK EU,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-2BC75458C712,ALADIN,Germany,DEU,EMT,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 306.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-4B7FAD4F3F94,LUNA,Germany,DEU,EMT,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 306.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-317530D18E59,Luna NG,Germany,DEU,EMT,,Military,Tactical fixed-wing,Fixed-wing,Not specified,,,Databook systems specification page 306.,Verified,0.8,High,,,LUNA NG,3,"Curated UAV Seed 2026,Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-286F1BEDFCCD,Trinity F90+,Germany,DEU,Quantum-Systems,,Civilian / Commercial,Commercial multirotor/fixed-wing,,Listed in OpenDroneList,,,,Probable,0.67,Medium,,,f90 | Quantum-Systems Trinity F90+,3,"OpenDroneList,Global UAV Database 2026 seed package,OpenDroneList community drone registry",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:54+00:00
UAV-97AA3546E8BC,KZO,Germany,DEU,Rheinmetall,,Military,Medium tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 306.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-7E9EE1D5F50B,HIGHDRA,Germany,DEU,Starcopter GmbH,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-73630FE6B95C,Pegasus II Block I,Greece,GRC,Hellenic Aerospace Industry,,Military,Medium tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 306.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-F5F5692DD49E,ABZ Innovation C10,Hungary,HUN,ABZ Innovation Kft.,,Civilian / Commercial,Multirotor,Multirotor,EASA-listed for EU operations,,,Operations: Open / Standard,Probable,0.8,High,,,c10,2,"EASA Drones for EU Operations,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-3359AB8B4481,Archer-NG,India,IND,,,Military,MALE fixed-wing,,Not specified,,,ISR / strike development,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-CB8D963555E5,Ghatak,India,IND,,,Military,Flying-wing UCAV demonstrator,,Not specified,,,Technology development,Needs Verification,0.47,Medium,,,Ghatak / SWiFT demonstrator | SWiFT demonstrator,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-2C7B471A53CB,Netra V-series,India,IND,,,Dual-use,Small multirotor,,Not specified,,,ISR / public safety,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-E14DA18A5F4F,NewSpace BEL VUAV concepts,India,IND,,,Military,Swarm / tactical UAS,,Not specified,,,Collaborative missions,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-5F2826243549,Nishant,India,IND,,,Military,Tactical fixed-wing,,Not specified,,,ISR,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-2A347F7DEEEC,Rustom-II,India,IND,,,Military,MALE fixed-wing,,Not specified,,,ISR development,Needs Verification,0.47,Medium,,,Rustom-II / TAPAS BH-201 | TAPAS BH-201,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-27A081DBD0E1,ideaForge NETRA V4+,India,IND,,,Dual-use,Quadrotor,,Not specified,,,ISR / inspection,Needs Verification,0.47,Medium,,,v4,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-FB84F21B9F80,ideaForge SWITCH UAV,India,IND,,,Dual-use,VTOL fixed-wing,,Not specified,,,Mapping / surveillance,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-66A5D6E388A2,PUNA Wulung,Indonesia,IDN,"BPPT,PTDI",,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 306.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-A39CDA5F79B3,Ababil family,Iran,IRN,,,Military,Tactical fixed-wing,,Not specified,,,ISR / strike variants,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-8D62A72ABF2D,Karrar,Iran,IRN,,,Military,Jet target/strike UAV,,Not specified,,,Strike / target drone,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-C78852B880AA,Shahed-131,Iran,IRN,,,Military,One-way attack UAV,,Not specified,,,Long-range strike,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-6E53B4D01C74,Shahed-136,Iran,IRN,,,Military,One-way attack UAV,,Not specified,,,Long-range strike,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-5D150D966A83,Shahed-238,Iran,IRN,,,Military,Jet-powered one-way attack UAV,,Not specified,,,High-speed strike,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-251CDBA79CC7,Oghab-1,Iran,IRN,Farnas Aerospace,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 307.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-1AFF3237E9B8,Shahed-123,Iran,IRN,HESA,,Military,Medium tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 307.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-7A7608091D3C,Shahed-129,Iran,IRN,HESA,,Military,MALE fixed-wing,Fixed-wing,Not specified,,,Databook systems specification page 307.,Verified,0.8,High,,,,3,"Curated UAV Seed 2026,Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-59B8AD1FC59B,Ababil-3,Iran,IRN,Qods Aviation,,Military,Medium tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 306.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-E03E34AB1890,Mohajer-2,Iran,IRN,Qods Aviation,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 306.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-9C302D5FB3AA,Mohajer-4,Iran,IRN,Qods Aviation,,Military,Medium tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 306.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-1D5BDF028878,Mohajer-6,Iran,IRN,Qods Aviation,,Military,Tactical/MALE fixed-wing,Fixed-wing,Not specified,,,Databook systems specification page 307.,Verified,0.8,High,,,,3,"Curated UAV Seed 2026,Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-DFBA7C6CBDDB,Saegheh,Iran,IRN,Shahed Aviation Industries,,Military,Large / strategic; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 307.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-8D2548F30310,Heron 1,Israel,ISR,,,Military,MALE fixed-wing,,Not specified,,,ISR,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-0FB03A96C92E,Heron TP,Israel,ISR,,,Military,HALE/MALE fixed-wing,,Not specified,,,Strategic ISR / strike capable,Needs Verification,0.47,Medium,,,Eitan | Heron TP / Eitan,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-914D8E5FF726,Orbiter family,Israel,ISR,,,Dual-use,Small fixed-wing,,Not specified,,,ISR / mapping,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-B8C50EEC73B5,Searcher Mk II,Israel,ISR,,,Military,Tactical fixed-wing,,Not specified,,,ISR,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-02D9E40565A3,SkyStriker,Israel,ISR,,,Military,Loitering munition,,Not specified,,,Precision strike,Needs Verification,0.47,Medium,,,,2,"Curated UAV Seed 2026,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-E945A5C52722,Dominator,Israel,ISR,Aeronautics,,Military,Large / strategic; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 307.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-3986E1C4FBC5,Orbiter (Orbiter 3),Israel,ISR,Aeronautics,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 307.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-58E06BBE079A,Orbiter-1K,Israel,ISR,Aeronautics,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 307.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-FAA77B7962AE,SpyLite,Israel,ISR,Bluebird Aero,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 308.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-059603F59D02,Blue Horizon II,Israel,ISR,EMIT Aviation,,Military,Medium tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 307.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-21A397A66BF4,Hermes 450,Israel,ISR,Elbit Systems,,Military,Tactical/MALE fixed-wing,Fixed-wing,Not specified,,,Databook systems specification page 307.,Verified,0.8,High,,,,3,"Curated UAV Seed 2026,Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-886CBB3D0A84,Hermes 900,Israel,ISR,Elbit Systems,,Military,MALE fixed-wing,Fixed-wing,Not specified,,,Databook systems specification page 307.,Verified,0.8,High,,,,3,"Curated UAV Seed 2026,Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
UAV-84B3BE7CF3CE,Sky Striker,Israel,ISR,Elbit Systems,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 307.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-C50F7E7920C2,Skylark (Skylark 3),Israel,ISR,Elbit Systems,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 308.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-4C8568D25975,Skylark I-LE (Skylark I-LEX),Israel,ISR,Elbit Systems,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 308.,Probable,0.7,Medium,,,,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:53+00:00,2026-08-02T15:46:53+00:00
UAV-8372B9AC1670,Bird Eye 400,Israel,ISR,IAI,,Military,Small / tactical; Fixed-wing,Fixed-wing,In use or under development as documented in 2019,,,Databook systems specification page 307.,Probable,0.7,Medium,,,eye-400,2,"Bard Drone Databook 2019,Global UAV Database 2026 seed package",,,,no image,2026-08-02T15:46:52+00:00,2026-08-02T15:46:52+00:00
